invoice_id,extracted_due_date_raw,extracted_due_date,extracted_payment_term_raw,extracted_payment_term,extracted_vendor_id,extracted_invoice_amount_raw,extracted_invoice_amount,extracted_invoice_date_raw,extracted_invoice_date,extracted_po_number,extracted_currency,extracted_contract_reference,ground_truth_due_date,ground_truth_payment_term,ground_truth_vendor_id,ground_truth_invoice_amount,ground_truth_invoice_date,ground_truth_po_number,ground_truth_currency,ground_truth_contract_reference
INV00003551,2025-05-07,2025-05-07,60,60.0,V00196,5441.60,5441.6,2025-03-03,2025-03-03,PO0000290,BRL,CT000196,2025-05-07,60,V00196,5441.6,2025-03-03,PO0000290,BRL,CT000196
INV00003552,17/02/2025,2025-02-17,30,30.0,V00261,9315.21,9315.21,2025-01-15,2025-01-15,PO0000846,MXN,CT000261,2025-02-17,30,V00261,9315.21,2025-01-15,PO0000846,MXN,CT000261
INV00003553,2025-07-18,2025-07-18,60,60.0,,253019.27,253019.27,2025-05-14,2025-05-14,PO0001120,ZAR,CT000246,2025-07-18,60,V00246,253019.27,2025-05-14,PO0001120,ZAR,CT000246
INV00003554,16/05/2025,2025-05-16,45,45.0,V00398,27272.46,27272.46,2025-03-25,2025-03-25,PO0001166,USD,CT000398,2025-05-16,45,V00398,27272.46,2025-03-25,PO0001166,USD,CT000398
INV00003555,2026-03-14,2026-03-14,30,30.0,V00200,"119,343.82",119343.82,2026-02-12,2026-02-12,PO0001161,BRL,CT000200,2026-03-14,30,V00200,119343.82,2026-02-12,PO0001161,BRL,CT000200
INV00003556,2025-07-22,2025-07-22,90,90.0,V00157,15813.21,15813.21,2025-04-18,2025-04-18,PO0000361,MXN,CT000157,2025-07-22,90,V00157,15813.21,2025-04-18,PO0000361,MXN,CT000157
INV00003557,2026-02-05,2026-02-05,60,60.0,V00397,17945.25,17945.25,2025-12-06,2025-12-06,PO0001131,IDR,CT000397,2026-02-05,60,V00397,17945.25,2025-12-06,PO0001131,IDR,CT000397
INV00003558,23/02/2025,2025-02-23,30,30.0,V00142,"7,107.32",7107.32,24/01/2025,2025-01-24,PO0000679,INR,CT000142,2025-02-23,30,V00142,7107.32,2025-01-24,PO0000679,INR,CT000142
INV00003559,2025-11-09,2025-11-09,30,30.0,V00240,,,2025-10-08,2025-10-08,PO0000009,MXN,CT000240,2025-11-09,30,V00240,3319.16,2025-10-08,PO0000009,MXN,CT000240
INV00003560,2026-01-15,2026-01-15,60,60.0,V00012,29662.28,29662.28,2025-11-13,2025-11-13,PO0000543,INR,CT000012,2026-01-15,60,V00012,29662.28,2025-11-13,PO0000543,INR,CT000012
INV00003561,2025-05-02,2025-05-02,45,45.0,,81357.24,81357.24,,,PO0001230,EUR,CT000070,2025-05-02,45,V00070,81357.24,2025-03-11,PO0001230,EUR,CT000070
INV00003562,2025-08-17,2025-08-17,30,30.0,V00025,30774.59,30774.59,2025-07-16,2025-07-16,PO0000035,GBP,CT000025,2025-08-17,30,V00025,30774.59,2025-07-16,PO0000035,GBP,CT000025
INV00003563,2026-04-04,2026-04-04,30,30.0,V00176,21308.92,21308.92,2026-02-27,2026-02-27,PO0000784,USD,CT000176,2026-04-04,30,V00176,21308.92,2026-02-27,PO0000784,USD,CT000176
INV00003564,2025-11-13,2025-11-13,30,30.0,V00392,4587.31,4587.31,2025-10-07,2025-10-07,PO0001134,,CT000392,2025-11-13,30,V00392,4587.31,2025-10-07,PO0001134,IDR,CT000392
INV00003565,2026-03-06,2026-03-06,60,60.0,V00030,40987.93,40987.93,2026-01-03,2026-01-03,PO0000552,ZAR,CT000030,2026-03-06,60,V00030,40987.93,2026-01-03,PO0000552,ZAR,CT000030
INV00003566,2025-08-13,2025-08-13,30,30.0,V00410,27050.59,27050.59,2025-07-13,2025-07-13,PO0000973,INR,CT000410,2025-08-13,30,V00410,27050.59,2025-07-13,PO0000973,INR,CT000410
INV00003567,2025-07-25,2025-07-25,90,90.0,V00365,294657.91,294657.91,2025-04-19,2025-04-19,PO0000674,IDR,CT000365,2025-07-25,90,V00365,294657.91,2025-04-19,PO0000674,IDR,CT000365
INV00003568,04/09/2025,2025-09-04,30,30.0,V00003,48319.26,48319.26,2025-08-02,2025-08-02,PO0000259,ZAR,CT000003,2025-09-04,30,V00003,48319.26,2025-08-02,PO0000259,ZAR,CT000003
INV00003569,2025-08-05,2025-08-05,30,30.0,V00007,86276.05,86276.05,2025-07-03,2025-07-03,PO0001242,INR,CT000007,2025-08-05,30,V00007,86276.05,2025-07-03,PO0001242,INR,CT000007
INV00003570,2026-05-28,2026-05-28,60,60.0,V00379,"5,062.13",5062.13,2026-03-24,2026-03-24,PO0000734,ZAR,CT000379,2026-05-28,60,V00379,5062.13,2026-03-24,PO0000734,ZAR,CT000379
INV00003571,2025-09-15,2025-09-15,60,60.0,V00246,"4,215.71",4215.71,2025-07-14,2025-07-14,PO0001120,USD,CT000246,2025-09-15,60,V00246,4215.71,2025-07-14,PO0001120,USD,CT000246
INV00003572,2025-11-16,2025-11-16,30,30.0,V00074,"19,064.09",19064.09,2025-10-13,2025-10-13,PO0000063,IDR,CT000074,2025-11-16,30,V00074,19064.09,2025-10-13,PO0000063,IDR,CT000074
INV00003573,2025-11-01,2025-11-01,30,30.0,V00401,6194.12,6194.12,2025-09-25,2025-09-25,PO0000941,EUR,CT000401,2025-11-01,30,V00401,6194.12,2025-09-25,PO0000941,EUR,CT000401
INV00003574,2025-07-19,2025-07-19,30,30.0,V00236,5164.23,5164.23,2025-06-19,2025-06-19,PO0000327,MXN,CT000236,2025-07-19,30,V00236,5164.23,2025-06-19,PO0000327,MXN,CT000236
INV00003575,09/08/2025,2025-08-09,45,45.0,V00267,,,,,PO0000816,USD,CT000267,2025-08-09,45,V00267,58753.18,2025-06-20,PO0000816,USD,CT000267
INV00003576,2026-03-09,2026-03-09,45,45.0,V00285,5656.07,5656.07,2026-01-20,2026-01-20,PO0000415,MXN,CT000285,2026-03-09,45,V00285,5656.07,2026-01-20,PO0000415,MXN,CT000285
INV00003577,,,45,45.0,V00085,16129.09,16129.09,2025-04-06,2025-04-06,PO0000783,INR,CT000085,2025-05-25,45,V00085,16129.09,2025-04-06,PO0000783,INR,CT000085
INV00003578,2025-09-14,2025-09-14,60,60.0,V00151,2942.47,2942.47,2025-07-09,2025-07-09,PO0000936,EUR,CT000151,2025-09-14,60,V00151,2942.47,2025-07-09,PO0000936,EUR,CT000151
INV00003579,2025-12-19,2025-12-19,45,45.0,V00055,17434.23,17434.23,,,PO0000378,BRL,CT000055,2025-12-19,45,V00055,17434.23,2025-10-31,PO0000378,BRL,CT000055
INV00003580,2025-02-28,2025-02-28,30,30.0,V00223,56497.88,56497.88,2025-01-26,2025-01-26,PO0001130,ZAR,CT000223,2025-02-28,30,V00223,56497.88,2025-01-26,PO0001130,ZAR,CT000223
INV00003581,2025-12-12,2025-12-12,30,30.0,,"58,322.77",58322.77,2025-11-05,2025-11-05,PO0001192,EUR,CT000415,2025-12-12,30,V00415,58322.77,2025-11-05,PO0001192,EUR,CT000415
INV00003582,2026-03-04,2026-03-04,45,45.0,V00264,48885.78,48885.78,2026-01-14,2026-01-14,PO0000888,GBP,CT000264,2026-03-04,45,V00264,48885.78,2026-01-14,PO0000888,GBP,CT000264
INV00003583,2025-10-20,2025-10-20,90,90.0,V00291,15028.59,15028.59,2025-07-21,2025-07-21,PO0000633,IDR,CT000291,2025-10-20,90,V00291,15028.59,2025-07-21,PO0000633,IDR,CT000291
INV00003584,07/11/2025,2025-11-07,45,45.0,V00082,52421.90,52421.9,23/09/2025,2025-09-23,PO0000574,USD,CT000082,2025-11-07,45,V00082,52421.9,2025-09-23,PO0000574,USD,CT000082
INV00003585,2025-09-26,2025-09-26,45,45.0,V00228,25631.70,25631.7,2025-08-10,2025-08-10,PO0000032,ZAR,CT000228,2025-09-26,45,V00228,25631.7,2025-08-10,PO0000032,ZAR,CT000228
INV00003586,02/02/2026,2026-02-02,90,90.0,V00418,10291.84,10291.84,2025-10-30,2025-10-30,PO0000362,BRL,CT000418,2026-02-02,90,V00418,10291.84,2025-10-30,PO0000362,BRL,CT000418
INV00003587,2025-03-13,2025-03-13,45,45.0,V00038,24362.17,24362.17,2025-01-24,2025-01-24,PO0000374,ZAR,CT000038,2025-03-13,45,V00038,24362.17,2025-01-24,PO0000374,ZAR,CT000038
INV00003588,2025-12-08,2025-12-08,60,60.0,V00086,41355.35,41355.35,2025-10-08,2025-10-08,PO0001032,INR,CT000086,2025-12-08,60,V00086,41355.35,2025-10-08,PO0001032,INR,CT000086
INV00003589,,,30,30.0,V00303,4047.67,4047.67,2025-07-27,2025-07-27,PO0000377,MXN,CT000303,2025-09-02,30,V00303,4047.67,2025-07-27,PO0000377,MXN,CT000303
INV00003590,2025-03-19,2025-03-19,60,60.0,V00005,5359.16,5359.16,2025-01-17,2025-01-17,PO0000029,GBP,CT000005,2025-03-19,60,V00005,5359.16,2025-01-17,PO0000029,GBP,CT000005
INV00003591,2026-01-30,2026-01-30,30,30.0,V00087,14033.56,14033.56,2025-12-31,2025-12-31,PO0000739,INR,CT000087,2026-01-30,30,V00087,14033.56,2025-12-31,PO0000739,INR,CT000087
INV00003592,2025-05-13,2025-05-13,60,60.0,V00397,4524.01,4524.01,2025-03-11,2025-03-11,PO0001131,GBP,CT000397,2025-05-13,60,V00397,4524.01,2025-03-11,PO0001131,GBP,CT000397
INV00003593,2025-10-27,2025-10-27,30,30.0,,43105.27,43105.27,2025-09-27,2025-09-27,PO0000981,BRL,CT000009,2025-10-27,30,V00009,43105.27,2025-09-27,PO0000981,BRL,CT000009
INV00003594,2026-03-12,2026-03-12,45,45.0,V00181,"10,492.16",10492.16,2026-01-22,2026-01-22,PO0000196,EUR,CT000181,2026-03-12,45,V00181,10492.16,2026-01-22,PO0000196,EUR,CT000181
INV00003595,2026-04-12,2026-04-12,45,45.0,V00139,46239.44,46239.44,2026-02-23,2026-02-23,PO0001182,BRL,CT000139,2026-04-12,45,V00139,46239.44,2026-02-23,PO0001182,BRL,CT000139
INV00003596,2025-11-19,2025-11-19,30,30.0,V00168,45333.82,45333.82,2025-10-13,2025-10-13,PO0001059,MXN,CT000168,2025-11-19,30,V00168,45333.82,2025-10-13,PO0001059,MXN,CT000168
INV00003597,2026-01-23,2026-01-23,60,60.0,V00109,"22,859.78",22859.78,2025-11-23,2025-11-23,PO0001093,EUR,CT000109,2026-01-23,60,V00109,22859.78,2025-11-23,PO0001093,EUR,CT000109
INV00003598,26/10/2025,2025-10-26,30,30.0,V00116,19718.15,19718.15,2025-09-24,2025-09-24,PO0000448,MXN,CT000116,2025-10-26,30,V00116,19718.15,2025-09-24,PO0000448,MXN,CT000116
INV00003599,2026-02-23,2026-02-23,60,60.0,V00018,,,2025-12-20,2025-12-20,PO0001015,MXN,CT000018,2026-02-23,60,V00018,146071.62,2025-12-20,PO0001015,MXN,CT000018
INV00003600,2026-06-24,2026-06-24,90,90.0,V00011,9262.06,9262.06,2026-03-21,2026-03-21,PO0000551,USD,CT000011,2026-06-24,90,V00011,9262.06,2026-03-21,PO0000551,USD,CT000011
INV00003601,2025-09-13,2025-09-13,45,45.0,V00055,21017.86,21017.86,28/07/2025,2025-07-28,PO0000219,IDR,CT000055,2025-09-13,45,V00055,21017.86,2025-07-28,PO0000219,IDR,CT000055
INV00003602,2025-09-12,2025-09-12,60,60.0,V00112,8791.69,8791.69,07/07/2025,2025-07-07,PO0000676,INR,CT000112,2025-09-12,60,V00112,8791.69,2025-07-07,PO0000676,INR,CT000112
INV00003603,2025-05-25,2025-05-25,60,60.0,V00217,4222.61,4222.61,2025-03-20,2025-03-20,PO0000226,IDR,CT000217,2025-05-25,60,V00217,4222.61,2025-03-20,PO0000226,IDR,CT000217
INV00003604,,,60,60.0,V00166,"56,620.43",56620.43,2026-03-22,2026-03-22,PO0000782,GBP,CT000166,2026-05-25,60,V00166,56620.43,2026-03-22,PO0000782,GBP,CT000166
INV00003605,26/04/2026,2026-04-26,60,60.0,V00101,96808.88,96808.88,20/02/2026,2026-02-20,PO0000502,EUR,CT000101,2026-04-26,60,V00101,96808.88,2026-02-20,PO0000502,EUR,CT000101
INV00003606,2026-01-21,2026-01-21,60,60.0,V00219,"33,845.56",33845.56,2025-11-18,2025-11-18,PO0000424,GBP,CT000219,2026-01-21,60,V00219,33845.56,2025-11-18,PO0000424,GBP,CT000219
INV00003607,2025-12-14,2025-12-14,45,45.0,V00264,12601.42,12601.42,2025-10-27,2025-10-27,PO0000888,EUR,CT000264,2025-12-14,45,V00264,12601.42,2025-10-27,PO0000888,EUR,CT000264
INV00003608,2025-07-07,2025-07-07,90,90.0,V00193,60413.57,60413.57,2025-04-04,2025-04-04,PO0000980,INR,CT000193,2025-07-07,90,V00193,60413.57,2025-04-04,PO0000980,INR,CT000193
INV00003609,2026-04-10,2026-04-10,45,45.0,V00038,5726.74,5726.74,2026-02-18,2026-02-18,PO0000374,MXN,CT000038,2026-04-10,45,V00038,5726.74,2026-02-18,PO0000374,MXN,CT000038
INV00003610,2025-03-13,2025-03-13,45,45.0,V00370,55387.45,55387.45,2025-01-27,2025-01-27,PO0000126,MXN,CT000370,2025-03-13,45,V00370,55387.45,2025-01-27,PO0000126,MXN,CT000370
INV00003611,2026-01-06,2026-01-06,,,V00361,"359,504.89",359504.89,2025-10-08,2025-10-08,PO0000023,EUR,CT000361,2026-01-06,90,V00361,359504.89,2025-10-08,PO0000023,EUR,CT000361
INV00003612,2025-06-28,2025-06-28,60,60.0,V00383,2479.05,2479.05,2025-04-26,2025-04-26,PO0000704,BRL,CT000383,2025-06-28,60,V00383,2479.05,2025-04-26,PO0000704,BRL,CT000383
INV00003613,2025-09-28,2025-09-28,60,60.0,V00405,9483.41,9483.41,2025-07-26,2025-07-26,PO0000817,USD,CT000405,2025-09-28,60,V00405,9483.41,2025-07-26,PO0000817,USD,CT000405
INV00003614,2025-05-15,2025-05-15,90,90.0,V00134,47661.06,47661.06,2025-02-13,2025-02-13,PO0000255,USD,CT000134,2025-05-15,90,V00134,47661.06,2025-02-13,PO0000255,USD,CT000134
INV00003615,2025-05-06,2025-05-06,60,60.0,V00178,91052.72,91052.72,2025-03-03,2025-03-03,PO0000824,IDR,CT000178,2025-05-06,60,V00178,91052.72,2025-03-03,PO0000824,IDR,CT000178
INV00003616,2025-08-20,2025-08-20,60,60.0,V00404,34588.31,34588.31,2025-06-21,2025-06-21,PO0001163,GBP,CT000404,2025-08-20,60,V00404,34588.31,2025-06-21,PO0001163,GBP,CT000404
INV00003617,2025-08-30,2025-08-30,60,60.0,V00189,10760.25,10760.25,2025-06-30,2025-06-30,PO0001073,IDR,CT000189,2025-08-30,60,V00189,10760.25,2025-06-30,PO0001073,IDR,CT000189
INV00003618,2026-04-10,2026-04-10,60,60.0,V00364,5903.16,5903.16,2026-02-06,2026-02-06,PO0000943,EUR,CT000364,2026-04-10,60,V00364,5903.16,2026-02-06,PO0000943,EUR,CT000364
INV00003619,2025-10-29,2025-10-29,30,30.0,V00273,"29,583.95",29583.95,2025-09-29,2025-09-29,PO0000821,USD,CT000273,2025-10-29,30,V00273,29583.95,2025-09-29,PO0000821,USD,CT000273
INV00003620,2025-03-21,2025-03-21,60,60.0,V00390,10432.47,10432.47,2025-01-15,2025-01-15,PO0001082,IDR,CT000390,2025-03-21,60,V00390,10432.47,2025-01-15,PO0001082,IDR,CT000390
INV00003621,2026-05-03,2026-05-03,60,60.0,V00005,"10,908.10",10908.1,2026-02-28,2026-02-28,PO0000029,EUR,CT000005,2026-05-03,60,V00005,10908.1,2026-02-28,PO0000029,EUR,CT000005
INV00003622,2025-11-23,2025-11-23,45,45.0,,12895.52,12895.52,2025-10-05,2025-10-05,PO0000765,USD,CT000297,2025-11-23,45,V00297,12895.52,2025-10-05,PO0000765,USD,CT000297
INV00003623,2026-02-16,2026-02-16,30,30.0,V00337,,,2026-01-13,2026-01-13,PO0000175,MXN,CT000337,2026-02-16,30,V00337,41185.64,2026-01-13,PO0000175,MXN,CT000337
INV00003624,16/04/2026,2026-04-16,45,45.0,V00084,108745.69,108745.69,2026-02-25,2026-02-25,PO0000308,IDR,CT000084,2026-04-16,45,V00084,108745.69,2026-02-25,PO0000308,IDR,CT000084
INV00003625,2025-10-11,2025-10-11,45,45.0,V00309,47964.83,47964.83,2025-08-22,2025-08-22,PO0000974,ZAR,CT000309,2025-10-11,45,V00309,47964.83,2025-08-22,PO0000974,ZAR,CT000309
INV00003626,12/05/2025,2025-05-12,45,45.0,V00082,107488.07,107488.07,2025-03-23,2025-03-23,PO0000574,BRL,CT000082,2025-05-12,45,V00082,107488.07,2025-03-23,PO0000574,BRL,CT000082
INV00003627,22/09/2025,2025-09-22,,,V00381,6347.69,6347.69,2025-07-23,2025-07-23,PO0001038,INR,CT000381,2025-09-22,60,V00381,6347.69,2025-07-23,PO0001038,INR,CT000381
INV00003628,,,30,30.0,V00382,32892.21,32892.21,2025-11-09,2025-11-09,PO0000976,IDR,CT000382,2025-12-14,30,V00382,32892.21,2025-11-09,PO0000976,IDR,CT000382
INV00003629,2025-03-18,2025-03-18,60,60.0,,93780.76,93780.76,2025-01-16,2025-01-16,PO0001111,MXN,CT000033,2025-03-18,60,V00033,93780.76,2025-01-16,PO0001111,MXN,CT000033
INV00003630,2026-04-06,2026-04-06,30,30.0,V00213,46803.59,46803.59,2026-03-07,2026-03-07,PO0000635,IDR,CT000213,2026-04-06,30,V00213,46803.59,2026-03-07,PO0000635,IDR,CT000213
INV00003631,,,60,60.0,V00040,20294.75,20294.75,2025-06-09,2025-06-09,PO0000688,GBP,CT000040,2025-08-15,60,V00040,20294.75,2025-06-09,PO0000688,GBP,CT000040
INV00003632,2025-11-28,2025-11-28,30,30.0,V00374,96798.24,96798.24,2025-10-28,2025-10-28,PO0000975,ZAR,CT000374,2025-11-28,30,V00374,96798.24,2025-10-28,PO0000975,ZAR,CT000374
INV00003633,2026-04-22,2026-04-22,30,30.0,V00135,23445.43,23445.43,2026-03-23,2026-03-23,PO0000521,IDR,CT000135,2026-04-22,30,V00135,23445.43,2026-03-23,PO0000521,IDR,CT000135
INV00003634,2026-03-02,2026-03-02,30,30.0,V00303,54847.15,54847.15,2026-01-29,2026-01-29,PO0000307,ZAR,CT000303,2026-03-02,30,V00303,54847.15,2026-01-29,PO0000307,ZAR,CT000303
INV00003635,2026-01-25,2026-01-25,45,45.0,V00050,"20,825.31",20825.31,2025-12-04,2025-12-04,PO0001129,BRL,CT000050,2026-01-25,45,V00050,20825.31,2025-12-04,PO0001129,BRL,CT000050
INV00003636,2025-06-21,2025-06-21,30,30.0,V00090,"14,638.28",14638.28,2025-05-16,2025-05-16,,INR,CT000090,2025-06-21,30,V00090,14638.28,2025-05-16,PO0000716,INR,CT000090
INV00003637,2025-10-31,2025-10-31,60,60.0,V00414,7929.88,7929.88,2025-08-27,2025-08-27,PO0001233,MXN,CT000414,2025-10-31,60,V00414,7929.88,2025-08-27,PO0001233,MXN,CT000414
INV00003638,2025-10-02,2025-10-02,45,45.0,V00162,247433.70,247433.7,2025-08-17,2025-08-17,PO0000740,BRL,CT000162,2025-10-02,45,V00162,247433.7,2025-08-17,PO0000740,BRL,CT000162
INV00003639,2026-03-04,2026-03-04,30,30.0,V00322,6403.00,6403.0,28/01/2026,2026-01-28,PO0000600,MXN,,2026-03-04,30,V00322,6403.0,2026-01-28,PO0000600,MXN,CT000322
INV00003640,2025-03-11,2025-03-11,45,45.0,V00407,5810.81,5810.81,,,PO0000696,ZAR,CT000407,2025-03-11,45,V00407,5810.81,2025-01-19,PO0000696,ZAR,CT000407
INV00003641,2025-02-12,2025-02-12,30,30.0,V00406,19385.92,19385.92,2025-01-11,2025-01-11,PO0000402,GBP,CT000406,2025-02-12,30,V00406,19385.92,2025-01-11,PO0000402,GBP,CT000406
INV00003642,27/03/2025,2025-03-27,30,30.0,V00009,13200.05,13200.05,2025-02-23,2025-02-23,PO0000981,EUR,CT000009,2025-03-27,30,V00009,13200.05,2025-02-23,PO0000981,EUR,CT000009
INV00003643,16/06/2026,2026-06-16,90,90.0,V00098,47784.70,47784.7,2026-03-12,2026-03-12,PO0000858,EUR,CT000098,2026-06-16,90,V00098,47784.7,2026-03-12,PO0000858,EUR,CT000098
INV00003644,03/12/2025,2025-12-03,90,90.0,V00301,"49,511.87",49511.87,2025-09-03,2025-09-03,,BRL,CT000301,2025-12-03,90,V00301,49511.87,2025-09-03,PO0000104,BRL,CT000301
INV00003645,,,60,60.0,V00390,,,2025-11-15,2025-11-15,PO0000864,MXN,CT000390,2026-01-21,60,V00390,4559.59,2025-11-15,PO0000864,MXN,CT000390
INV00003646,2025-03-18,2025-03-18,30,30.0,,7380.95,7380.95,2025-02-13,2025-02-13,PO0000217,ZAR,CT000412,2025-03-18,30,V00412,7380.95,2025-02-13,PO0000217,ZAR,CT000412
INV00003647,11/02/2025,2025-02-11,30,30.0,V00303,6508.20,6508.2,2025-01-07,2025-01-07,PO0000532,USD,CT000303,2025-02-11,30,V00303,6508.2,2025-01-07,PO0000532,USD,CT000303
INV00003648,2025-11-24,2025-11-24,30,30.0,V00095,37188.46,37188.46,23/10/2025,2025-10-23,PO0000111,USD,CT000095,2025-11-24,30,V00095,37188.46,2025-10-23,PO0000111,USD,CT000095
INV00003649,2026-01-22,2026-01-22,60,60.0,V00312,25584.88,25584.88,2025-11-18,2025-11-18,PO0000274,IDR,CT000312,2026-01-22,60,V00312,25584.88,2025-11-18,PO0000274,IDR,CT000312
INV00003650,,,30,30.0,V00115,11047.21,11047.21,2025-07-14,2025-07-14,PO0001084,,CT000115,2025-08-20,30,V00115,11047.21,2025-07-14,PO0001084,GBP,CT000115
INV00003651,2025-03-27,2025-03-27,45,45.0,V00340,"20,480.31",20480.31,2025-02-07,2025-02-07,PO0000121,INR,CT000340,2025-03-27,45,V00340,20480.31,2025-02-07,PO0000121,INR,CT000340
INV00003652,2025-09-11,2025-09-11,30,30.0,V00230,5001.16,5001.16,11/08/2025,2025-08-11,PO0000208,USD,CT000230,2025-09-11,30,V00230,5001.16,2025-08-11,PO0000208,USD,CT000230
INV00003653,2025-12-03,2025-12-03,45,45.0,V00150,7482.48,7482.48,2025-10-19,2025-10-19,PO0001106,USD,CT000150,2025-12-03,45,V00150,7482.48,2025-10-19,PO0001106,USD,CT000150
INV00003654,15/05/2025,2025-05-15,30,30.0,V00355,4167.11,4167.11,2025-04-08,2025-04-08,PO0000608,BRL,CT000355,2025-05-15,30,V00355,4167.11,2025-04-08,PO0000608,BRL,CT000355
INV00003655,2025-07-08,2025-07-08,45,45.0,V00416,19010.83,19010.83,2025-05-17,2025-05-17,PO0000403,IDR,CT000416,2025-07-08,45,V00416,19010.83,2025-05-17,PO0000403,IDR,CT000416
INV00003656,2026-01-10,2026-01-10,30,30.0,V00213,"18,935.22",18935.22,2025-12-06,2025-12-06,PO0000877,ZAR,CT000213,2026-01-10,30,V00213,18935.22,2025-12-06,PO0000877,ZAR,CT000213
INV00003657,2025-05-07,2025-05-07,30,30.0,V00342,"5,804.65",5804.65,2025-04-07,2025-04-07,PO0000803,INR,CT000342,2025-05-07,30,V00342,5804.65,2025-04-07,PO0000803,INR,CT000342
INV00003658,2025-04-23,2025-04-23,60,60.0,V00026,25394.03,25394.03,2025-02-15,2025-02-15,PO0000013,IDR,CT000026,2025-04-23,60,V00026,25394.03,2025-02-15,PO0000013,IDR,CT000026
INV00003659,2025-12-15,2025-12-15,60,60.0,V00114,49512.04,49512.04,13/10/2025,2025-10-13,PO0000982,MXN,CT000114,2025-12-15,60,V00114,49512.04,2025-10-13,PO0000982,MXN,CT000114
INV00003660,2025-02-26,2025-02-26,,,V00054,,,11/01/2025,2025-01-11,PO0000779,INR,CT000054,2025-02-26,45,V00054,47710.16,2025-01-11,PO0000779,INR,CT000054
INV00003661,,,60,60.0,V00120,11583.80,11583.8,2025-07-17,2025-07-17,PO0000856,EUR,CT000120,2025-09-17,60,V00120,11583.8,2025-07-17,PO0000856,EUR,CT000120
INV00003662,2025-11-08,2025-11-08,45,45.0,V00158,27981.59,27981.59,2025-09-17,2025-09-17,PO0001001,MXN,CT000158,2025-11-08,45,V00158,27981.59,2025-09-17,PO0001001,MXN,CT000158
INV00003663,2025-04-06,2025-04-06,60,60.0,V00182,16208.86,16208.86,2025-01-30,2025-01-30,PO0001153,USD,CT000182,2025-04-06,60,V00182,16208.86,2025-01-30,PO0001153,USD,CT000182
INV00003664,2025-11-28,2025-11-28,30,30.0,V00136,3863.62,3863.62,2025-10-25,2025-10-25,PO0000750,GBP,CT000136,2025-11-28,30,V00136,3863.62,2025-10-25,PO0000750,GBP,CT000136
INV00003665,2026-03-01,2026-03-01,45,45.0,V00229,"10,271.95",10271.95,2026-01-10,2026-01-10,PO0000107,EUR,CT000229,2026-03-01,45,V00229,10271.95,2026-01-10,PO0000107,EUR,CT000229
INV00003666,2026-05-24,2026-05-24,60,60.0,V00093,"9,920.13",9920.13,2026-03-19,2026-03-19,PO0001219,IDR,CT000093,2026-05-24,60,V00093,9920.13,2026-03-19,PO0001219,IDR,CT000093
INV00003667,2025-07-06,2025-07-06,60,60.0,V00147,13644.09,13644.09,2025-05-02,2025-05-02,PO0000716,GBP,CT000147,2025-07-06,60,V00147,13644.09,2025-05-02,PO0000716,GBP,CT000147
INV00003668,2025-07-15,2025-07-15,45,45.0,V00353,"14,267.99",14267.99,2025-05-29,2025-05-29,PO0000385,GBP,CT000353,2025-07-15,45,V00353,14267.99,2025-05-29,PO0000385,GBP,CT000353
INV00003669,08/12/2025,2025-12-08,60,60.0,V00237,,,2025-10-09,2025-10-09,PO0000348,IDR,CT000237,2025-12-08,60,V00237,84483.12,2025-10-09,PO0000348,IDR,CT000237
INV00003670,2025-11-29,2025-11-29,60,60.0,V00012,"13,109.21",13109.21,2025-09-30,2025-09-30,PO0000150,GBP,CT000012,2025-11-29,60,V00012,13109.21,2025-09-30,PO0000150,GBP,CT000012
INV00003671,2025-11-20,2025-11-20,45,45.0,V00138,2686.55,2686.55,2025-10-05,2025-10-05,PO0001007,GBP,CT000138,2025-11-20,45,V00138,2686.55,2025-10-05,PO0001007,GBP,CT000138
INV00003672,2025-06-29,2025-06-29,30,30.0,V00349,17956.15,17956.15,2025-05-24,2025-05-24,PO0000132,INR,CT000349,2025-06-29,30,V00349,17956.15,2025-05-24,PO0000132,INR,CT000349
INV00003673,2025-03-12,2025-03-12,45,45.0,V00076,102246.17,102246.17,2025-01-26,2025-01-26,PO0001029,USD,CT000076,2025-03-12,45,V00076,102246.17,2025-01-26,PO0001029,USD,CT000076
INV00003674,2025-02-12,2025-02-12,30,30.0,V00388,13691.47,13691.47,2025-01-12,2025-01-12,PO0000908,,CT000388,2025-02-12,30,V00388,13691.47,2025-01-12,PO0000908,ZAR,CT000388
INV00003675,2026-05-06,2026-05-06,30,30.0,V00125,10301.13,10301.13,2026-03-30,2026-03-30,PO0000905,ZAR,CT000125,2026-05-06,30,V00125,10301.13,2026-03-30,PO0000905,ZAR,CT000125
INV00003676,2025-08-06,2025-08-06,30,30.0,V00265,11844.51,11844.51,2025-07-04,2025-07-04,PO0001002,IDR,CT000265,2025-08-06,30,V00265,11844.51,2025-07-04,PO0001002,IDR,CT000265
INV00003677,2025-08-23,2025-08-23,30,30.0,V00200,30132.28,30132.28,2025-07-23,2025-07-23,PO0000833,USD,CT000200,2025-08-23,30,V00200,30132.28,2025-07-23,PO0000833,USD,CT000200
INV00003678,2025-11-17,2025-11-17,30,30.0,V00263,11791.76,11791.76,2025-10-12,2025-10-12,PO0000031,INR,CT000263,2025-11-17,30,V00263,11791.76,2025-10-12,PO0000031,INR,CT000263
