invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label
INV00003589,V00303,PO0000377,CT000303,P0008,Brazil,MXN,2025-07-27,2025-08-03,4047.67,30,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003590,V00005,PO0000029,CT000005,P0084,India,GBP,2025-01-17,2025-01-18,5359.16,60,Medium,Approved,NORMAL_ON_TIME
INV00003591,V00087,PO0000739,CT000087,P0064,Indonesia,INR,2025-12-31,2025-12-31,14033.56,90,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003592,V00397,PO0001131,CT000397,P0011,South Africa,GBP,2025-03-11,2025-03-14,4524.01,60,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00003593,V00009,PO0000981,CT000009,P0041,India,BRL,2025-09-27,2025-09-27,43105.27,45,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003594,V00181,PO0000196,CT000181,P0076,Mexico,EUR,2026-01-22,2026-01-26,10492.16,60,Medium,Pending,CORA_SAP_SYSTEM_ERROR
INV00003595,V00139,PO0001182,CT000139,P0064,Indonesia,BRL,2026-02-23,2026-02-26,46239.44,45,Low,Approved,NORMAL_ON_TIME
INV00003596,V00168,PO0001059,CT000168,P0007,South Africa,MXN,2025-10-13,2025-10-20,45333.82,30,High,Pending,LOW_RISK_STANDARD_PROCESS
INV00003597,V00109,PO0001093,CT000109,P0014,India,EUR,2025-11-23,2025-11-24,22859.78,30,High,Approved,PAYMENT_TERM_MISMATCH
INV00003598,V00116,PO0000448,CT000116,P0084,South Africa,MXN,2025-09-24,2025-09-26,19718.15,90,High,Approved,NORMAL_ON_TIME
INV00003599,V00018,PO0001015,CT000018,P0015,India,MXN,2025-12-20,2025-12-25,146071.62,45,High,Approved,REPEAT_VENDOR_PATTERN
INV00003600,V00011,PO0000551,CT000011,P0057,UK,USD,2026-03-21,2026-03-26,9262.06,90,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003601,V00055,PO0000219,CT000055,P0090,Indonesia,IDR,2025-07-28,2025-07-30,21017.86,30,Low,Rejected,NORMAL_ON_TIME
INV00003602,V00112,PO0000676,CT000112,P0015,USA,INR,2025-07-07,2025-07-14,8791.69,60,Medium,Approved,NORMAL_ON_TIME
INV00003603,V00217,PO0000226,CT000217,P0004,India,IDR,2025-03-20,2025-03-26,4222.61,60,Medium,Pending,REPEAT_VENDOR_PATTERN
INV00003604,V00166,PO0000782,CT000166,P0074,UK,GBP,2026-03-22,2026-03-26,56620.43,60,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00003605,V00101,PO0000502,CT000101,P0086,Mexico,EUR,2026-02-20,2026-02-25,96808.88,60,Medium,Pending,REPEAT_VENDOR_PATTERN
INV00003606,V00219,PO0000424,CT000219,P0047,Mexico,GBP,2025-11-18,2025-11-22,33845.56,60,Critical,Pending,NORMAL_ON_TIME
INV00003607,V00264,PO0000888,CT000264,P0067,India,EUR,2025-10-27,2025-10-30,12601.42,45,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003608,V00193,PO0000980,CT000193,P0006,India,INR,2025-04-04,2025-04-08,60413.57,90,Medium,Approved,NORMAL_ON_TIME
INV00003609,V00038,PO0000374,CT000038,P0083,Brazil,MXN,2026-02-18,2026-02-24,5726.74,45,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00003610,V00370,PO0000126,CT000370,P0001,Mexico,MXN,2025-01-27,2025-01-27,55387.45,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003611,V00361,PO0000023,CT000361,P0036,Mexico,EUR,2025-10-08,2025-10-08,359504.89,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003612,V00383,PO0000704,CT000383,P0071,Indonesia,BRL,2025-04-26,2025-04-29,2479.05,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00003613,V00405,PO0000817,CT000405,P0039,Mexico,USD,2025-07-26,2025-07-30,9483.41,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003614,V00134,PO0000255,CT000134,P0044,USA,USD,2025-02-13,2025-02-14,47661.06,90,High,Pending,NORMAL_ON_TIME
INV00003615,V00178,PO0000824,CT000178,P0035,Mexico,IDR,2025-03-03,2025-03-07,91052.72,60,Medium,Pending,LOW_RISK_STANDARD_PROCESS
INV00003616,V00404,PO0001163,CT000404,P0066,India,GBP,2025-06-21,2025-06-21,34588.31,60,Medium,Approved,NORMAL_ON_TIME
INV00003617,V00189,PO0001073,CT000189,P0010,Indonesia,IDR,2025-06-30,2025-07-01,10760.25,30,Medium,Pending,PAYMENT_TERM_MISMATCH
INV00003618,V00364,PO0000943,CT000364,P0004,India,EUR,2026-02-06,2026-02-09,5903.16,60,High,Approved,NORMAL_ON_TIME
INV00003619,V00273,PO0000821,CT000273,P0067,India,USD,2025-09-29,2025-09-29,29583.95,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003620,V00390,PO0001082,CT000390,P0029,South Africa,IDR,2025-01-15,2025-01-20,10432.47,90,Medium,Approved,NORMAL_ON_TIME
INV00003621,V00005,PO0000029,CT000005,P0004,India,EUR,2026-02-28,2026-03-04,10908.1,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003622,V00297,PO0000765,CT000297,P0061,Mexico,USD,2025-10-05,2025-10-09,12895.52,30,High,Approved,NORMAL_ON_TIME
INV00003623,V00337,PO0000175,CT000337,P0036,India,MXN,2026-01-13,2026-01-17,41185.64,30,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00003624,V00084,PO0000308,CT000084,P0021,India,IDR,2026-02-25,2026-03-02,108745.69,45,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003625,V00309,PO0000974,CT000309,P0040,USA,ZAR,2025-08-22,2025-08-27,47964.83,45,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00003626,V00082,PO0000574,CT000082,P0040,UK,BRL,2025-03-23,2025-03-28,107488.07,90,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003627,V00381,PO0001038,CT000381,P0056,Brazil,INR,2025-07-23,2025-07-24,6347.69,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00003628,V00382,PO0000976,CT000382,P0084,Mexico,IDR,2025-11-09,2025-11-14,32892.21,90,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00003629,V00033,PO0001111,CT000033,P0080,USA,MXN,2025-01-16,2025-01-17,93780.76,60,High,Approved,REPEAT_VENDOR_PATTERN
INV00003630,V00213,PO0000635,CT000213,P0075,USA,IDR,2026-03-07,2026-03-07,46803.59,30,Medium,Approved,NORMAL_ON_TIME
INV00003631,V00040,PO0000688,CT000040,P0045,Germany,GBP,2025-06-09,2025-06-16,20294.75,60,Low,Pending,REPEAT_VENDOR_PATTERN
INV00003632,V00374,PO0000975,CT000374,P0064,USA,ZAR,2025-10-28,2025-10-29,96798.24,45,High,Pending,HIGH_VALUE_MANUAL_OVERRIDE
INV00003633,V00135,PO0000521,CT000135,P0012,Germany,IDR,2026-03-23,2026-03-23,23445.43,45,Low,Approved,PAYMENT_TERM_MISMATCH
INV00003634,V00303,PO0000307,CT000303,P0052,Brazil,ZAR,2026-01-29,2026-01-31,54847.15,30,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00003635,V00050,PO0001129,CT000050,P0040,India,BRL,2025-12-04,2025-12-11,20825.31,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003636,V00090,PO0000716,CT000090,P0080,Brazil,INR,2025-05-16,2025-05-22,14638.28,30,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003637,V00414,PO0001233,CT000414,P0005,Mexico,MXN,2025-08-27,2025-09-01,7929.88,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00003638,V00162,PO0000740,CT000162,P0078,Mexico,BRL,2025-08-17,2025-08-18,247433.7,45,Medium,Approved,AUDIT_GAP_EARLY_RELEASE
INV00003639,V00322,PO0000600,CT000322,P0047,Brazil,MXN,2026-01-28,2026-02-02,6403.0,30,Medium,Approved,NORMAL_ON_TIME
INV00003640,V00407,PO0000696,CT000407,P0008,USA,ZAR,2025-01-19,2025-01-25,5810.81,30,Low,Approved,PAYMENT_TERM_MISMATCH
INV00003641,V00406,PO0000402,CT000406,P0090,South Africa,GBP,2025-01-11,2025-01-13,19385.92,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003642,V00009,PO0000981,CT000009,P0042,India,EUR,2025-02-23,2025-02-25,13200.05,45,Low,Pending,NORMAL_ON_TIME
INV00003643,V00098,PO0000858,CT000098,P0038,India,EUR,2026-03-12,2026-03-18,47784.7,60,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00003644,V00301,PO0000104,CT000301,P0018,Indonesia,BRL,2025-09-03,2025-09-04,49511.87,60,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00003645,V00390,PO0000864,CT000390,P0007,South Africa,MXN,2025-11-15,2025-11-22,4559.59,90,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00003646,V00412,PO0000217,CT000412,P0008,Germany,ZAR,2025-02-13,2025-02-16,7380.95,30,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00003647,V00303,PO0000532,CT000303,P0025,Brazil,USD,2025-01-07,2025-01-12,6508.2,90,Low,Pending,LOW_RISK_STANDARD_PROCESS
INV00003648,V00095,PO0000111,CT000095,P0027,USA,USD,2025-10-23,2025-10-25,37188.46,30,Critical,Pending,REPEAT_VENDOR_PATTERN
INV00003649,V00312,PO0000274,CT000312,P0042,UK,IDR,2025-11-18,2025-11-23,25584.88,30,High,Pending,CORA_SAP_SYSTEM_ERROR
INV00003650,V00115,PO0001084,CT000115,P0055,USA,GBP,2025-07-14,2025-07-21,11047.21,45,High,Approved,PAYMENT_TERM_MISMATCH
INV00003651,V00340,PO0000121,CT000340,P0090,Mexico,INR,2025-02-07,2025-02-10,20480.31,45,Medium,Pending,NORMAL_ON_TIME
INV00003652,V00230,PO0000208,CT000230,P0072,India,USD,2025-08-11,2025-08-12,5001.16,30,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00003653,V00150,PO0001106,CT000150,P0044,India,USD,2025-10-19,2025-10-19,7482.48,45,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00003654,V00355,PO0000608,CT000355,P0083,UK,BRL,2025-04-08,2025-04-15,4167.11,30,Medium,Approved,NORMAL_ON_TIME
INV00003655,V00416,PO0000403,CT000416,P0051,USA,IDR,2025-05-17,2025-05-24,19010.83,45,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00003656,V00213,PO0000877,CT000213,P0039,USA,ZAR,2025-12-06,2025-12-11,18935.22,30,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00003657,V00342,PO0000803,CT000342,P0036,Mexico,INR,2025-04-07,2025-04-07,5804.65,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003658,V00026,PO0000013,CT000026,P0039,USA,IDR,2025-02-15,2025-02-22,25394.03,90,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00003659,V00114,PO0000982,CT000114,P0001,Brazil,MXN,2025-10-13,2025-10-16,49512.04,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003660,V00054,PO0000779,CT000054,P0067,Germany,INR,2025-01-11,2025-01-12,47710.16,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003661,V00120,PO0000856,CT000120,P0086,Germany,EUR,2025-07-17,2025-07-19,11583.8,30,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003662,V00158,PO0001001,CT000158,P0018,Germany,MXN,2025-09-17,2025-09-24,27981.59,45,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00003663,V00182,PO0001153,CT000182,P0052,Mexico,USD,2025-01-30,2025-02-05,16208.86,45,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00003664,V00136,PO0000750,CT000136,P0072,India,GBP,2025-10-25,2025-10-29,3863.62,90,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003665,V00229,PO0000107,CT000229,P0055,Germany,EUR,2026-01-10,2026-01-15,10271.95,45,Medium,Approved,NORMAL_ON_TIME
INV00003666,V00093,PO0001219,CT000093,P0088,UK,IDR,2026-03-19,2026-03-25,9920.13,30,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00003667,V00147,PO0000716,CT000147,P0042,USA,GBP,2025-05-02,2025-05-07,13644.09,90,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00003668,V00353,PO0000385,CT000353,P0052,Brazil,GBP,2025-05-29,2025-05-31,14267.99,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003669,V00237,PO0000348,CT000237,P0003,UK,IDR,2025-10-09,2025-10-09,84483.12,90,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003670,V00012,PO0000150,CT000012,P0064,Mexico,GBP,2025-09-30,2025-09-30,13109.21,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003671,V00138,PO0001007,CT000138,P0010,Brazil,GBP,2025-10-05,2025-10-06,2686.55,30,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00003672,V00349,PO0000132,CT000349,P0029,Germany,INR,2025-05-24,2025-05-30,17956.15,30,High,Approved,NORMAL_ON_TIME
INV00003673,V00076,PO0001029,CT000076,P0076,USA,USD,2025-01-26,2025-01-26,102246.17,45,High,Approved,CORA_SAP_SYSTEM_ERROR
INV00003674,V00388,PO0000908,CT000388,P0049,Mexico,ZAR,2025-01-12,2025-01-13,13691.47,90,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00003675,V00125,PO0000905,CT000125,P0079,India,ZAR,2026-03-30,2026-04-06,10301.13,30,Medium,Pending,NORMAL_ON_TIME
INV00003676,V00265,PO0001002,CT000265,P0079,Mexico,IDR,2025-07-04,2025-07-07,11844.51,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003677,V00200,PO0000833,CT000200,P0060,USA,USD,2025-07-23,2025-07-24,30132.28,30,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003678,V00263,PO0000031,CT000263,P0085,USA,INR,2025-10-12,2025-10-18,11791.76,90,High,Approved,PAYMENT_TERM_MISMATCH
INV00003679,V00335,PO0000595,CT000335,P0004,India,GBP,2025-04-04,2025-04-11,3322.96,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003680,V00063,PO0001033,CT000063,P0022,Brazil,EUR,2025-06-23,2025-06-27,8059.72,45,High,Approved,NORMAL_ON_TIME
INV00003681,V00148,PO0000473,CT000148,P0025,Brazil,ZAR,2025-07-18,2025-07-18,15246.03,30,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003682,V00239,PO0000951,CT000239,P0083,India,INR,2025-02-13,2025-02-18,28635.6,90,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00003683,V00110,PO0000229,CT000110,P0056,Mexico,IDR,2025-10-02,2025-10-08,8849.98,30,Low,Pending,CORA_SAP_SYSTEM_ERROR
INV00003684,V00158,PO0000195,CT000158,P0023,Germany,IDR,2025-03-30,2025-04-06,11955.84,45,Medium,Pending,NORMAL_ON_TIME
INV00003685,V00409,PO0000366,CT000409,P0019,India,GBP,2025-01-02,2025-01-06,17105.78,60,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00003686,V00097,PO0000645,CT000097,P0073,UK,GBP,2025-10-10,2025-10-17,7213.47,30,Medium,Pending,NORMAL_ON_TIME
INV00003687,V00080,PO0001056,CT000080,P0078,Indonesia,ZAR,2025-05-17,2025-05-23,14819.01,45,High,Pending,NORMAL_ON_TIME
INV00003688,V00245,PO0001244,CT000245,P0002,Germany,MXN,2025-11-23,2025-11-24,26650.74,60,Low,Pending,LOW_RISK_STANDARD_PROCESS
INV00003689,V00042,PO0000918,CT000042,P0052,South Africa,BRL,2025-09-02,2025-09-07,4694.65,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003690,V00001,PO0000243,CT000001,P0049,Indonesia,BRL,2025-01-14,2025-01-19,22511.43,30,Medium,Approved,PAYMENT_TERM_MISMATCH
INV00003691,V00366,PO0000135,CT000366,P0022,UK,USD,2025-11-12,2025-11-18,43245.42,30,Medium,Approved,NORMAL_ON_TIME
INV00003692,V00117,PO0000650,CT000117,P0066,Indonesia,EUR,2025-01-19,2025-01-23,5303.88,30,High,Pending,PAYMENT_TERM_MISMATCH
INV00003693,V00051,PO0000033,CT000051,P0001,USA,USD,2025-05-23,2025-05-28,8136.08,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003694,V00274,PO0000335,CT000274,P0076,Germany,MXN,2025-11-09,2025-11-13,68438.39,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00003695,V00276,PO0000996,CT000276,P0071,UK,ZAR,2025-07-03,2025-07-05,2694.75,45,Medium,Pending,REPEAT_VENDOR_PATTERN
INV00003696,V00192,PO0000820,CT000192,P0036,USA,EUR,2025-06-25,2025-06-28,10025.17,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003697,V00185,PO0000910,CT000185,P0033,Indonesia,GBP,2025-04-11,2025-04-18,15870.65,60,Low,Approved,NORMAL_ON_TIME
INV00003698,V00062,PO0000413,CT000062,P0027,Brazil,GBP,2025-07-21,2025-07-27,55577.64,30,Medium,Approved,NORMAL_ON_TIME
INV00003699,V00361,PO0000624,CT000361,P0067,Mexico,MXN,2025-05-14,2025-05-19,1118481.8,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003700,V00001,PO0000243,CT000001,P0077,Indonesia,INR,2026-03-07,2026-03-09,10476.33,45,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00003701,V00203,PO0000521,CT000203,P0059,Brazil,USD,2025-11-09,2025-11-10,28748.12,90,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003702,V00273,PO0000821,CT000273,P0030,India,BRL,2026-02-18,2026-02-20,14775.44,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00003703,V00305,PO0000815,CT000305,P0065,South Africa,EUR,2025-06-03,2025-06-05,14676.16,30,High,Approved,REPEAT_VENDOR_PATTERN
INV00003704,V00231,PO0000316,CT000231,P0072,India,IDR,2026-03-09,2026-03-16,21740.52,30,High,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003705,V00125,PO0000757,CT000125,P0024,India,MXN,2025-05-08,2025-05-12,3087.95,30,High,Approved,REPEAT_VENDOR_PATTERN
INV00003706,V00225,PO0000204,CT000225,P0001,USA,USD,2025-05-21,2025-05-24,15517.47,60,High,Approved,NORMAL_ON_TIME
INV00003707,V00096,PO0001154,CT000096,P0067,Germany,ZAR,2025-05-16,2025-05-23,26194.28,30,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003708,V00056,PO0000593,CT000056,P0012,Indonesia,IDR,2025-09-26,2025-09-28,34591.72,30,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003709,V00381,PO0000956,CT000381,P0068,Brazil,USD,2025-10-06,2025-10-12,26377.81,60,Medium,Approved,NORMAL_ON_TIME
INV00003710,V00258,PO0000293,CT000258,P0011,India,EUR,2025-01-30,2025-02-04,2657.45,30,Medium,Approved,NORMAL_ON_TIME
INV00003711,V00275,PO0000158,CT000275,P0004,Germany,EUR,2025-09-13,2025-09-15,18002.12,30,Medium,Pending,PAYMENT_TERM_MISMATCH
INV00003712,V00420,PO0001193,CT000420,P0061,Mexico,ZAR,2026-03-10,2026-03-17,66788.61,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003713,V00380,PO0000432,CT000380,P0009,Indonesia,IDR,2025-07-05,2025-07-10,12971.12,90,Medium,Pending,NORMAL_ON_TIME
INV00003714,V00246,PO0000682,CT000246,P0014,South Africa,GBP,2025-11-15,2025-11-22,5842.5,60,Low,Approved,NORMAL_ON_TIME
INV00003715,V00333,PO0000491,CT000333,P0030,Indonesia,BRL,2025-10-15,2025-10-15,3654.1,30,Medium,Pending,NORMAL_ON_TIME
INV00003716,V00222,PO0000367,CT000222,P0053,Brazil,GBP,2026-03-22,2026-03-24,24588.91,60,High,Approved,NORMAL_ON_TIME
INV00003717,V00033,PO0000616,CT000033,P0002,USA,INR,2025-10-20,2025-10-22,43235.5,60,High,Approved,REPEAT_VENDOR_PATTERN
INV00003718,V00262,PO0000381,CT000262,P0064,South Africa,IDR,2025-08-03,2025-08-08,15384.27,30,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003719,V00384,PO0000513,CT000384,P0012,Brazil,EUR,2025-01-06,2025-01-12,10027.88,45,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003720,V00370,PO0000640,CT000370,P0064,Mexico,MXN,2026-01-01,2026-01-01,2148.55,60,High,Approved,NORMAL_ON_TIME
INV00003721,V00213,PO0000877,CT000213,P0009,USA,ZAR,2025-06-04,2025-06-05,18587.24,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00003722,V00398,PO0001102,CT000398,P0026,USA,ZAR,2026-02-25,2026-03-02,7913.06,45,Medium,Approved,NORMAL_ON_TIME
INV00003723,V00083,PO0000441,CT000083,P0018,South Africa,EUR,2025-04-22,2025-04-24,8405.53,45,High,Pending,PAYMENT_TERM_MISMATCH
INV00003724,V00018,PO0001015,CT000018,P0041,India,INR,2025-07-18,2025-07-23,723415.37,45,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003725,V00170,PO0000661,CT000170,P0024,Mexico,GBP,2026-01-13,2026-01-13,2460.97,30,High,Approved,LOW_RISK_STANDARD_PROCESS
INV00003726,V00087,PO0001030,CT000087,P0058,Indonesia,IDR,2025-03-11,2025-03-15,2832.33,30,High,Approved,AUDIT_GAP_EARLY_RELEASE
INV00003727,V00403,PO0000667,CT000403,P0007,Indonesia,GBP,2025-05-06,2025-05-06,20803.82,30,Medium,Approved,NORMAL_ON_TIME
INV00003728,V00049,PO0000187,CT000049,P0085,Germany,INR,2025-12-27,2026-01-03,10888.08,30,Medium,Approved,NORMAL_ON_TIME
INV00003729,V00225,PO0000833,CT000225,P0012,USA,EUR,2025-05-25,2025-05-26,9464.08,60,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003730,V00325,PO0001013,CT000325,P0090,South Africa,BRL,2026-03-12,2026-03-13,21726.41,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00003731,V00195,PO0000508,CT000195,P0066,India,BRL,2025-09-02,2025-09-02,21347.81,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00003732,V00020,PO0000955,CT000020,P0033,Germany,BRL,2026-01-11,2026-01-12,5870.42,45,Medium,Pending,NORMAL_ON_TIME
INV00003733,V00233,PO0000741,CT000233,P0028,Mexico,GBP,2025-09-07,2025-09-10,8766.71,45,Low,Approved,PAYMENT_TERM_MISMATCH
INV00003734,V00380,PO0000432,CT000380,P0086,Indonesia,MXN,2025-01-21,2025-01-25,17189.19,60,High,Approved,NORMAL_ON_TIME
INV00003735,V00007,PO0001242,CT000007,P0090,Indonesia,BRL,2026-01-04,2026-01-11,19446.64,30,Low,Pending,NORMAL_ON_TIME
INV00003736,V00009,PO0000071,CT000009,P0056,India,EUR,2025-07-10,2025-07-17,27103.45,30,Medium,Pending,LOW_RISK_STANDARD_PROCESS
INV00003737,V00389,PO0001110,CT000389,P0040,India,GBP,2025-06-26,2025-06-26,39131.36,45,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003738,V00254,PO0000337,CT000254,P0082,USA,IDR,2025-12-02,2025-12-05,23491.68,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
INV00003739,V00295,PO0000743,CT000295,P0043,South Africa,USD,2025-05-08,2025-05-14,44261.26,60,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00003740,V00116,PO0000434,CT000116,P0003,South Africa,GBP,2025-07-14,2025-07-15,17140.55,30,High,Approved,NORMAL_ON_TIME
INV00003741,V00132,PO0000879,CT000132,P0073,Mexico,MXN,2025-10-04,2025-10-09,14647.58,60,Medium,Approved,NORMAL_ON_TIME
INV00003742,V00198,PO0000462,CT000198,P0003,South Africa,INR,2025-09-27,2025-09-30,12742.26,90,High,Approved,NORMAL_ON_TIME
INV00003743,V00090,PO0000015,CT000090,P0034,Brazil,BRL,2025-11-28,2025-11-29,8533.4,90,Low,Approved,PAYMENT_TERM_MISMATCH
INV00003744,V00186,PO0000867,CT000186,P0007,Germany,IDR,2025-02-07,2025-02-07,6094.38,60,Low,Approved,NORMAL_ON_TIME
INV00003745,V00401,PO0000697,CT000401,P0040,USA,GBP,2026-03-28,2026-03-30,11931.71,30,High,Approved,NORMAL_ON_TIME
INV00003746,V00315,PO0000561,CT000315,P0073,UK,MXN,2025-10-04,2025-10-04,26195.39,30,Medium,Pending,CORA_SAP_SYSTEM_ERROR
INV00003747,V00366,PO0000055,CT000366,P0012,UK,USD,2025-10-09,2025-10-10,6414.96,30,Low,Approved,CORA_SAP_SYSTEM_ERROR
INV00003748,V00209,PO0000482,CT000209,P0013,India,INR,2026-02-06,2026-02-10,15075.55,45,Low,Approved,LOW_RISK_STANDARD_PROCESS
INV00003749,V00331,PO0001025,CT000331,P0087,Indonesia,BRL,2025-08-12,2025-08-18,13346.26,30,High,Approved,NORMAL_ON_TIME
INV00003750,V00177,PO0000698,CT000177,P0016,UK,EUR,2025-01-14,2025-01-18,105524.25,60,Medium,Approved,LOW_RISK_STANDARD_PROCESS
INV00003751,V00260,PO0000370,CT000260,P0012,Germany,MXN,2025-03-02,2025-03-07,34853.78,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003752,V00307,PO0000183,CT000307,P0053,UK,USD,2026-03-08,2026-03-08,34265.44,90,High,Pending,NORMAL_ON_TIME
INV00003753,V00347,PO0000478,CT000347,P0067,Mexico,IDR,2026-03-26,2026-03-28,42875.12,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE
INV00003754,V00389,PO0000420,CT000389,P0087,India,IDR,2025-02-08,2025-02-13,9200.57,45,High,Approved,NORMAL_ON_TIME
INV00003755,V00003,PO0000087,CT000003,P0015,South Africa,MXN,2025-11-08,2025-11-08,69258.19,30,Medium,Approved,REPEAT_VENDOR_PATTERN
INV00003756,V00334,PO0000138,CT000334,P0064,South Africa,EUR,2025-10-28,2025-11-01,104372.63,45,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE
INV00003757,V00299,PO0000597,CT000299,P0083,Indonesia,EUR,2025-03-17,2025-03-18,15570.0,60,Medium,Approved,NORMAL_ON_TIME
INV00003758,V00310,PO0000648,CT000310,P0066,India,BRL,2025-12-25,2025-12-28,4557.52,45,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003759,V00007,PO0001242,CT000007,P0003,Indonesia,ZAR,2025-07-29,2025-08-03,10703.28,30,Medium,Pending,LOW_RISK_STANDARD_PROCESS
INV00003760,V00205,PO0000830,CT000205,P0017,India,MXN,2025-04-15,2025-04-22,2554.89,90,High,Pending,PAYMENT_TERM_MISMATCH
INV00003761,V00404,PO0001163,CT000404,P0012,India,EUR,2025-09-12,2025-09-12,12574.25,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT
INV00003762,V00379,PO0000586,CT000379,P0083,UK,INR,2026-02-16,2026-02-20,8909.6,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR
